"Time","max"
2020-06-25 03:00:00,
2020-06-24 03:00:00,
2020-06-23 03:00:00,
2020-06-22 03:00:00,
2020-06-21 03:00:00,
2020-06-20 03:00:00,
2020-06-19 03:00:00,
2020-06-18 03:00:00,
2020-06-17 03:00:00,
2020-06-16 03:00:00,
2020-06-15 03:00:00,
2020-06-14 03:00:00,
2020-06-13 03:00:00,
2020-06-12 03:00:00,
2020-06-11 03:00:00,
2020-06-10 03:00:00,
2020-06-09 03:00:00,
2020-06-08 03:00:00,
2020-06-07 03:00:00,
2020-06-06 03:00:00,
2020-06-05 03:00:00,
2020-06-04 03:00:00,
2020-06-03 03:00:00,
2020-06-02 03:00:00,
2020-06-01 03:00:00,
2020-05-31 03:00:00,
2020-05-30 03:00:00,
2020-05-29 03:00:00,
2020-05-28 03:00:00,
2020-05-27 03:00:00,
2020-05-26 03:00:00,
2020-05-25 03:00:00,
2020-05-24 03:00:00,
2020-05-23 03:00:00,
2020-05-22 03:00:00,
2020-05-21 03:00:00,
2020-05-20 03:00:00,
2020-05-19 03:00:00,
2020-05-18 03:00:00,
2020-05-17 03:00:00,
2020-05-16 03:00:00,
2020-05-15 03:00:00,
2020-05-14 03:00:00,
2020-05-13 03:00:00,
2020-05-12 03:00:00,
2020-05-11 03:00:00,
2020-05-10 03:00:00,
2020-05-09 03:00:00,
2020-05-08 03:00:00,
2020-05-07 03:00:00,
2020-05-06 03:00:00,
2020-05-05 03:00:00,
2020-05-04 03:00:00,
2020-05-03 03:00:00,
2020-05-02 03:00:00,
2020-05-01 03:00:00,
2020-04-30 03:00:00,
2020-04-29 03:00:00,
